EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
2007,2006,DEGDPNNY Index,DK GDP YoY Prelim,DK,Denmark Statistics revised the Real GDP data series from 1990 using 2005 chain linked prices.,01:00,Quarterly,Denmark Statistics,1991-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:33 AM,"0,848701417446136",Europe/Vienna
2008,2008,DETBHAL Index,DK Trade Balance ex Shipping SA,DK,"Data lags approximately 3 months.                                               This index shows the current values of the balance of trade.  It is seasonally  adjusted and excludes ships The values are in billions of Kroner. Values in billions of Danish Krone.  According to the Statistics Office, owing  to changes in the compilation method, it is not possible to compare the figures starting in January 1997 to the previous ones.",09:00,Monthly,Denmark Statistics,1988-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:34:34 AM,"2,7788393497467",Europe/Vienna
2009,2009,DEUE Index,DK Unemployment,DK,Data is adjusted for seasonal influences.,09:00,Monthly,Denmark Statistics,2007-01-31 12:00:00 AM,% RATIO,1,2016-01-08 11:34:36 AM,0,Europe/Vienna
2010,2010,DECCI Index,DK Consumer Confidence,DK,"This is calculated from consumers' answers to a five question survey about theirimpressions of the Danish economy.  The scale runs between 100 and -100, with   zero representing a neutral midpoint.  For further economic statistics in       Denmark type, ECST DE <GO> and for economic news on Denmark type, NI DEECO <GO>.",09:00,Monthly,Danish Central Bank,1974-10-31 12:00:00 AM,,1,2016-01-08 11:34:38 AM,"3,05765867233276",Europe/Vienna
2011,2011,DERSHMOM Index,DK Retail Sales MoM,DK,"Data published every second month, The base year is changed from 2005=100 to 2010=100 with the publication of 21/03/2013 of January figures.                    This ticker has been replaced by DERSNFM  Index",09:00,Monthly,Denmark Statistics,2000-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:40 AM,"0,620049774646759",Europe/Vienna
2012,2011,DERSHYOY Index,DK Retail Sales YoY,DK,"Data published every second month, The base year is changed from 2005=100 to 2010=100 with the publication of 21/03/2013 of January figures.                    Ç",09:00,Monthly,Denmark Statistics,2001-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:41 AM,"3,10217499732971",Europe/Vienna
2013,2013,DEGDPNQQ Index,DK GDP QoQ Rev,DK,"Denmark Statistics revised the Real GDP data series from 1990 using 2005 chain linked prices.  As a consequence of the method used, one cannot aggregate values for the quarters of 1990.  Quarterly changes begin from the second quarter of 1991.",09:00,Quarterly,Denmark Statistics,1991-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:43 AM,"0,57164204120636",Europe/Vienna
2014,2013,DEGDPNNY Index,DK GDP YoY Rev,DK,Denmark Statistics revised the Real GDP data series from 1990 using 2005 chain linked prices.,01:00,Quarterly,Denmark Statistics,1991-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:45 AM,"0,848701417446136",Europe/Vienna
2101,2101,MPMIESMA Index,ES PMI Mfg,ES,,09:15,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:34:47 AM,"0,949424505233765",Europe/Vienna
2102,2010,MPMIESSA Index,ES PMI Services,ES,,09:15,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:34:48 AM,"12,3199529647827",Europe/Vienna
501,501,ECCPEST Index,EU CPI Estimate YoY,EU,"Eurostat HICP All Items Non Seasonally Adjusted                                 The euro-zone inflation is measured by the Monetary Union Index of Consumer     Prices (MUICP). To compute the MUICP flash estimates, Eurostat uses early price information relating to the reference month from Member States for which data   are available as well as early information about energy prices.                 The estimation procedure for the MUICP flash estimate combines historical       information with partial information on price developments in the most recent   months to give a total index for the euro-zone. No detailed breakdown is        available.",11:00,Monthly,Eurostat,2001-10-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:34:50 AM,"0,135710597038269",Europe/Vienna
502,502,EUSATOTN Index,EU Current Account,EU,,10:00,Monthly,European Central Bank,1999-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:34:52 AM,"11,1880350112915",Europe/Vienna
503,503,EMEMULQQ Index,EU Employment Change QoQ,EU,,12:00,Quarterly,Eurostat,1995-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:54 AM,"0,301049202680588",Europe/Vienna
504,503,EMEMULYY Index,EU Employment Change YoY,EU,,12:00,Quarterly,Eurostat,1996-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:55 AM,"1,13632357120514",Europe/Vienna
505,505,EUNOEZM Index,EU Industrial New Orders MoM,EU,Eurostat New Orders.,,Monthly,Eurostat,1994-12-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:57 AM,0,Europe/Vienna
506,505,EUNGEZY Index,EU Industrial New Orders YoY,EU,"Industry new orders at manufacturing industry, gross values 2005=100",,Monthly,Eurostat,1994-12-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:59 AM,0,Europe/Vienna
507,507,EURR002W Index,EU Interest Rate,EU,"The main refinancing operations are regular liquidity-providing reverse transactions with a weekly frequency and a maturity of normally one week. The main refinancing operations play a pivotal role in pursuing the objectives of the Eurosystem's open market operations. EURR002W changes values on the ECB announcement dates, with the rate becoming effective at a later date (generally a week after the announcement). Please see EREU001W Index, which reflects the values of the Main Refinancing Rate as of the effective date. For the marginal lending facility see EUORMARG index <GO>. For the deposit facility see EUORDEP index <GO>. For prior history please refer to GRRP14LR index <GO>. Type ECB <GO> for the European Central Bank's contribution page. For ECB news type: NI ECB <GO>",13:45,Daily,European Central Bank,1998-12-18 12:00:00 AM,%,2,2016-01-08 11:35:01 AM,"0,664543509483337",Europe/Vienna
508,508,UMRTEMU Index,EU Unemployment Rate,EU,"The basis for the calculation of a monthly unemployment rate is the             Community Labour Force Survey, where the main statistical objective is to       describe the population in three exhaustive and mutually exclusive groups       (employed, unemployed and inactive).                                            The unemployment rate is the number of people unemployed as a percentage of     the labour force. The labour force is the total number of people employed       and unemployed.                                                                 Unemployed persons comprise persons aged 15 to 74 who were without work during  the reference week, i.e. neither had a job nor were at work (for one hour or    more) in paid employment or self-employment; currently available for work, i.e. were available for paid employment or self-employment before the end of the two weeks following the reference week; actively seeking work, i.e. had taken       specific steps in the four weeks period",11:00,Monthly,Eurostat,1998-01-31 12:00:00 AM,%,1,2016-01-08 11:35:02 AM,"0,236690536141396",Europe/Vienna
509,509,MPMIEZMA Index,EU PMI Mfg Prelim,EU,,10:00,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:35:04 AM,"20,4711284637451",Europe/Vienna
510,510,EUPPEMUM Index,EU PPI MoM,EU,"Producer Price Index - Total industry: Monthly % Changes, Seasonally Adjusted. Source; Eurostat This index encompasses Mining & quarrying; manufacturing; electricity, gas and water. 2005=100 Region : Euro-Zone The Euro-zone is treated as a seperate entity by Eurostat.  The Euro-zone consists of 11 member states up until 31 December 2000 then 12 membersas of January 1st 2001 when Greece Joined.  Data Lags by approx. 1 month.",11:00,Monthly,Eurostat,1981-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:35:06 AM,"0,190448090434074",Europe/Vienna
511,510,EUPPEMUY Index,EU PPI YoY,EU,"Producer Price Index  - Total industry - Annual % Changes                       Source; Eurostat                                                                This index encompasses Mining & quarrying; manufacturing; electricity,          gas and water.                                                                  1995=100                                                                        Region : Euro-Zone                                                              The Euro-zone is treated as a seperate entity by Eurostat. The                  Euro-zone consists of 11 member states up until 31 December 2000 then           12 membersas of January 1st 2001 when Greece Joined.                            Data Lags by approx. 1 month.",11:00,Monthly,Eurostat,1982-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:35:08 AM,"0,271879225969315",Europe/Vienna
512,512,EUBCI Index,EU Business Climate Indicator MoM,EU,"This is the EU Business Climate Indicator, also known as the Common             Factor in Industry.                                                             To improve the understanding of the business cycle in the Euro Area as          a whole, the EU Commission have been developing various tools in                recent months. The first indicator is this, the 'Common Factor in               Industry'. This indicator is based on monthly business surveys and is           designed to deliver a clear and timely assessment of the cyclical               situation within the Euro Area. The indicator is updated and released           on a monthly basis.                                                             The Common Factor in Indiustry may be interpreted as a survey result:           a high level indicates that, overall, the surveys point to a healthy            cyclical situation. Its movement is clearly linked to the Industrial            Production of the Euro Area.",11:00,Monthly,European Commission,1985-01-31 12:00:00 AM,,1,2016-01-08 11:35:10 AM,"1,05290710926056",Europe/Vienna
513,512,EUCCEMU Index,EU Consumer Confidence Adv,EU,"This indicator represents the arithmetic average of the answers (balances) to   the four questions on the financial situation of households and general economic situation (past and future) together with that on the advisability of making    major purchases.  Source : European Commission For a complete breakdown of EU   consumer confidence type : ALLX EUCC and for economic news on the EU type :     TNI EU ECOSTAT <GO>.                                                           EU Consumer Confidence Indicator, Eurozone. This indicator represents the arithmetic average of the balances of four questions: the financial situation of households, the general economic situation, unemployment expectations (with inverted sign) and savings, all over the next 12 months.  Source : European Commission For a complete breakdown of EU consumer confidence type : ALLX EUCC and for economic news on the EU type : TNI EU ECOSTAT <GO>",16:00,Monthly,European Commission,1985-01-31 12:00:00 AM,,1,2016-01-08 11:35:11 AM,"1,2046685218811",Europe/Vienna
514,502,EUCATLBA Index,EU Current Account NSA,EU,Balance of payments historical data from the ECB is adjusted to include Greece and Slovenia over the entire series.                                             Euro-Zone Balance of Payments CURRENT ACCOUNT - Total Balance Data is measured  in Billions of Euros Source : ECB For a complete breakdown of the Euro-Zone     balance of payments data type: ALLX EUCA <GO> And for the latest economic news on the EU type : TNI EU ECOSTAT <GO>.,10:00,Monthly,European Central Bank,1999-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:35:13 AM,"14,4392070770264",Europe/Vienna
515,512,EUESEMU Index,EU Economic Confidence MoM,EU,"The monthly economic sentiment indicator reflects general economic activity of the EU. This indicator combines assessments and expectations stemming from business and consumer surveys. Such surveys include different components of the economy: industry, consumers, construction and retail trade. In order to comply with new Eurostat data series, the base year of the ESI has been changed in August 2003 from 1995 to 2000.                                                            Index",11:00,Monthly,European Commission,1985-01-31 12:00:00 AM,,1,2016-01-08 11:35:15 AM,"1,68199372291565",Europe/Vienna
516,517,CPEXEMUY Index,EU CPI CORE YoY,EU,Eurostat Harmonised Index of Consumer Prices - Excluding Energy Food Alcohol & Tobacco Non Seasonally Adjusted,11:00,Monthly,Eurostat,1997-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:35:17 AM,"0,119422391057014",Europe/Vienna
517,517,ECCPEMUM Index,EU CPI MoM,EU,"Eurostat HICP All Items Non Seasonally Adjusted                                 Eurostat CPI All Items - Monthly % Changes Source: Eurostat 2005=100 Region : Euro-zone The Euro-zone is treated as a seperate entity by Eurostat.  Thene Euro-zone consists of 11 member states up until 31 December 2000 thens 12 membersas of January 1st 2001 when Greece Joined.  Data Lags by approx. 1 month.  For economic news for the Euro-zone, type NI EUROSTAT and for Economic statistics on the region, type EUST",11:00,Monthly,Eurostat,1990-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:35:18 AM,"0,0559900104999542",Europe/Vienna
518,517,ECCPEMUY Index,EU CPI YoY,EU,"Eurostat HICP All Items Non Seasonally Adjusted                                 Eurostat CPI All Items - Annual % Changes Source: Eurostat 2005=100 Region : Euro-zone The Euro-zone is treated as a seperate entity by Eurostat.  MUICP stands for the Monetary Union Index of Consumer Prices. Data Lags by approx. 1 month.  For economic news for the Euro-zone, type NI EUROSTAT and for Economic statistics on the region, type EUST <GO>",11:00,Monthly,Eurostat,1997-01-31 12:00:00 AM,%,1,2016-01-08 11:35:20 AM,"0,0516126491129398",Europe/Vienna
